name,year,selling_price_inr,km_driven,fuel,seller_type,transmission,owner,seats,engine_cc,max_power_bhp,brand
Maruti SX4 S Cross DDiS 200 Zeta,2016.0,825000.0,44560.0,Diesel,Dealer,Manual,First Owner,5,1248.0,88.5,Maruti
Toyota Corolla Altis VL AT,2015.0,995000.0,76000.0,Petrol,Dealer,Automatic,First Owner,5,1798.0,138.03,Toyota
Maruti Vitara Brezza VDi,2019.0,894999.9999999999,37095.0,Diesel,Dealer,Manual,First Owner,5,1248.0,88.5,Maruti
Hyundai Santro Xing GLS,2009.0,127000.0,36000.0,Petrol,Individual,Manual,First Owner,5,1086.0,62.1,Hyundai
Honda WR-V i-DTEC VX,2017.0,825000.0,60000.0,Diesel,Individual,Manual,First Owner,5,1498.0,98.6,Honda
Mahindra Bolero SLX 2WD BSIII,2006.0,240000.0,120000.0,Diesel,Individual,Manual,First Owner,7,2523.0,63.0,Mahindra
Hyundai i20 2015-2017 Asta 1.4 CRDi,2016.0,680000.0,70000.0,Diesel,Individual,Manual,First Owner,5,1396.0,88.73,Hyundai
Maruti Ertiga VDI,2015.0,750000.0,14000.0,Diesel,Individual,Manual,First Owner,7,1248.0,88.76,Maruti
Fiat Grande Punto EVO 1.3 Active,2014.0,300000.0,120000.0,Diesel,Individual,Manual,First Owner,5,1248.0,75.0,Fiat
Audi A3 35 TDI Premium Plus,2014.0,1550000.0,22000.0,Diesel,Dealer,Automatic,First Owner,5,1968.0,143.0,Audi
Maruti Alto LXi,2007.0,85000.0,120000.0,Petrol,Individual,Manual,Third Owner,5,796.0,46.3,Maruti
Honda City 1.5 V AT,2010.0,385000.0,106000.0,Petrol,Dealer,Automatic,First Owner,5,1497.0,118.0,Honda
Maruti Swift VDI BSIV,2014.0,385000.0,30167.0,Diesel,Dealer,Manual,First Owner,5,1248.0,74.0,Maruti
Maruti Omni E 8 Str STD,2003.0,110000.0,68800.0,Petrol,Dealer,Manual,First Owner,8,796.0,34.2,Maruti
Ford Freestyle Titanium Plus Diesel BSIV,2018.0,771000.0,25000.0,Diesel,Individual,Manual,First Owner,5,1498.0,98.63,Ford
Maruti Swift Dzire Vdi BSIV,2011.0,265000.0,62000.0,Diesel,Dealer,Manual,First Owner,5,1248.0,73.9,Maruti
Chevrolet Spark 1.0 LS,2010.0,125000.0,40000.0,Petrol,Individual,Manual,First Owner,5,995.0,62.0,Chevrolet
Honda Brio 1.2 S MT,2013.0,350000.0,94598.0,Petrol,Dealer,Manual,First Owner,5,1198.0,86.8,Honda
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2011.0,510000.0,310000.0,Diesel,Individual,Manual,First Owner,8,2494.0,102.0,Toyota
Skoda Rapid 1.6 MPI Elegance,2013.0,405000.0,34000.0,Petrol,Dealer,Manual,First Owner,5,1598.0,103.5,Skoda
Hyundai i20 Asta 1.4 CRDi (Diesel),2010.0,225000.0,110000.0,Diesel,Individual,Manual,First Owner,5,1396.0,90.0,Hyundai
Maruti Swift AMT VXI BSIV,2019.0,675000.0,8043.0,Petrol,Dealer,Automatic,First Owner,5,1197.0,81.8,Maruti
Honda City i-VTEC CVT V,2017.0,850000.0,44897.0,Petrol,Dealer,Automatic,First Owner,5,1497.0,117.6,Honda
Ford EcoSport 1.5 Petrol Ambiente BSIV,2017.0,680000.0,13500.0,Petrol,Individual,Manual,First Owner,5,1497.0,121.36,Ford
Maruti Vitara Brezza VDi Option,2016.0,681000.0,74962.0,Diesel,Dealer,Manual,First Owner,5,1248.0,88.5,Maruti
Mahindra Bolero Power Plus ZLX,2018.0,800000.0,50000.0,Diesel,Individual,Manual,First Owner,7,1493.0,70.0,Mahindra
Honda BRV i-VTEC S MT,2019.0,894999.9999999999,17000.0,Petrol,Dealer,Manual,First Owner,7,1497.0,117.3,Honda
Toyota Innova Crysta 2.4 ZX MT BSIV,2017.0,1748999.0,33019.0,Diesel,Dealer,Manual,First Owner,7,2393.0,147.8,Toyota
Hyundai i10 Magna,2011.0,286000.0,68000.0,Petrol,Dealer,Manual,First Owner,5,1197.0,78.9,Hyundai
Toyota Etios GD,2014.0,530000.0,60000.0,Diesel,Individual,Manual,First Owner,5,1364.0,67.04,Toyota
Toyota Innova 2.5 G (Diesel) 8 Seater,2014.0,910000.0,80000.0,Diesel,Individual,Manual,Second Owner,8,2494.0,100.6,Toyota
Maruti Swift Dzire ZDI Plus,2018.0,720000.0,20000.0,Diesel,Individual,Manual,First Owner,5,1248.0,74.02,Maruti
Chevrolet Captiva LT,2008.0,300000.0,100000.0,Diesel,Individual,Manual,Second Owner,7,1991.0,147.9,Chevrolet
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013.0,750000.0,151000.0,Diesel,Individual,Manual,First Owner,7,2494.0,100.0,Toyota
Mahindra TUV 300 T4 Plus BSIV,2016.0,510000.0,57000.0,Diesel,Dealer,Manual,First Owner,7,1493.0,100.0,Mahindra
Toyota Innova 2.5 VX (Diesel) 8 Seater,2013.0,800000.0,126000.0,Diesel,Individual,Manual,First Owner,8,2494.0,100.0,Toyota
Hyundai i10 Sportz 1.1L,2014.0,425000.0,45000.0,Petrol,Dealer,Manual,First Owner,5,1086.0,68.05,Hyundai
Maruti Alto 800 CNG LXI,2017.0,260000.0,67000.0,CNG,Individual,Manual,First Owner,4,796.0,40.3,Maruti
Maruti Swift Dzire Tour 1.2 S STD CNG,2018.0,450000.0,115000.0,CNG,Individual,Manual,First Owner,5,1197.0,81.8,Maruti
BMW 3 Series GT Luxury Line,2017.0,3300000.0,72000.0,Diesel,Dealer,Automatic,First Owner,5,1995.0,188.0,BMW
Ford Figo 1.2P Titanium MT,2017.0,575000.0,59819.0,Petrol,Dealer,Manual,First Owner,5,1196.0,86.8,Ford
Hyundai Santro Xing GLS,2008.0,135000.0,30000.0,Petrol,Individual,Manual,First Owner,5,1086.0,62.1,Hyundai
Hyundai Santro Xing GLS,2011.0,195000.0,49000.0,Petrol,Dealer,Manual,First Owner,5,1086.0,62.1,Hyundai
Honda WR-V i-DTEC VX,2019.0,950000.0,50000.0,Diesel,Individual,Manual,First Owner,5,1498.0,98.6,Honda
Maruti Vitara Brezza VDi Option,2017.0,800000.0,51146.0,Diesel,Individual,Manual,First Owner,5,1248.0,88.5,Maruti
Mahindra Scorpio M2DI,2011.0,400000.0,60000.0,Diesel,Individual,Manual,First Owner,5,2179.0,115.0,Mahindra
Maruti Ritz VDi,2013.0,390000.0,77000.0,Diesel,Dealer,Manual,First Owner,5,1248.0,73.9,Maruti
Hyundai i20 Asta 1.2,2014.0,535000.0,90000.0,Petrol,Individual,Manual,First Owner,5,1197.0,82.85,Hyundai
Ford Fiesta 1.5 TDCi Trend,2015.0,510000.0,120000.0,Diesel,Individual,Manual,First Owner,5,1498.0,89.75,Ford
Maruti Ritz VDi,2015.0,350000.0,120000.0,Diesel,Individual,Manual,First Owner,5,1248.0,73.94,Maruti
Mahindra Supro VX 8 Str,2017.0,450000.0,40000.0,Diesel,Individual,Manual,First Owner,8,909.0,45.0,Mahindra
Volkswagen Polo GT TSI,2013.0,453000.0,54327.0,Petrol,Dealer,Automatic,Second Owner,5,1197.0,103.6,Volkswagen
Honda Amaze E Diesel BSIV,2014.0,465000.00000000006,27233.0,Diesel,Dealer,Manual,First Owner,5,1498.0,98.63,Honda
Maruti Swift Dzire VDi,2017.0,725000.0,60852.0,Diesel,Dealer,Manual,First Owner,5,1248.0,73.9,Maruti
Mahindra XUV500 AT W6 1.99 mHawk,2018.0,1290000.0,17000.0,Diesel,Dealer,Automatic,First Owner,7,1997.0,140.0,Mahindra
Tata Nano Cx BSIII,2012.0,60000.0,20000.0,Petrol,Individual,Manual,First Owner,4,624.0,38.0,Tata
Toyota Innova Crysta 2016-2020 2.4 VX MT,2018.0,1950000.0,65000.0,Diesel,Dealer,Manual,First Owner,7,2393.0,147.51,Toyota
Toyota Fortuner 4x2 AT,2015.0,2000000.0,60000.0,Diesel,Individual,Automatic,First Owner,7,2982.0,168.5,Toyota
Hyundai Santro Xing GLS,2009.0,150000.0,77000.0,Petrol,Individual,Manual,First Owner,5,1086.0,62.1,Hyundai
Hyundai Elantra SX AT,2015.0,828999.9999999999,49910.0,Petrol,Dealer,Automatic,First Owner,5,1797.0,147.5,Hyundai
Mahindra Scorpio SLE BSIII,2009.0,545000.0,65000.0,Diesel,Dealer,Manual,First Owner,8,2179.0,120.0,Mahindra
Tata Manza ELAN Quadrajet BS IV,2012.0,300000.0,101991.0,Diesel,Individual,Manual,First Owner,5,1248.0,88.8,Tata
Hyundai Verna VTVT 1.6 SX,2018.0,900000.0,30000.0,Petrol,Individual,Manual,First Owner,5,1591.0,121.3,Hyundai
Maruti Swift VDI,2018.0,700000.0,50000.0,Diesel,Individual,Manual,First Owner,5,1248.0,74.0,Maruti
Hyundai Grand i10 Magna,2016.0,425000.0,30000.0,Petrol,Individual,Manual,First Owner,5,1197.0,82.0,Hyundai
Maruti Alto LXi,2011.0,140000.0,69000.0,Petrol,Dealer,Manual,First Owner,5,796.0,46.3,Maruti
Mercedes-Benz E-Class 220 CDI,2013.0,1675000.0,86000.0,Diesel,Dealer,Manual,First Owner,5,2148.0,170.0,Mercedes-Benz
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,2018.0,925000.0,50000.0,Diesel,Individual,Manual,First Owner,5,1248.0,88.5,Maruti
Maruti Ritz VDi,2014.0,400000.0,142000.0,Diesel,Individual,Manual,First Owner,5,1248.0,73.94,Maruti
Hyundai i20 Sportz 1.4 CRDi,2013.0,375000.0,76000.0,Diesel,Dealer,Manual,First Owner,5,1396.0,88.76,Hyundai
Hyundai Santro Xing GLS,2012.0,250000.0,120000.0,Petrol,Individual,Manual,First Owner,5,1086.0,62.1,Hyundai
Mahindra Bolero 2011-2019 Plus AC BSIV PS,2016.0,630000.0,80000.0,Diesel,Individual,Manual,First Owner,9,2523.0,63.0,Mahindra
Renault KWID RXT 02 Anniversary Edition,2017.0,300000.0,30000.0,Petrol,Individual,Manual,First Owner,5,799.0,53.3,Renault
Mahindra Scorpio 2009-2014 VLX 2WD 7S BSIV,2010.0,300000.0,67900.0,Diesel,Dealer,Manual,First Owner,7,2179.0,120.0,Mahindra
Maruti Swift VDI,2013.0,500000.0,45000.0,Diesel,Dealer,Manual,First Owner,5,1248.0,74.0,Maruti
Mahindra Bolero SLE,2010.0,260000.0,380000.0,Diesel,Individual,Manual,Second Owner,7,2523.0,63.0,Mahindra
Honda City 1.5 V MT Exclusive,2010.0,340000.0,78000.0,Petrol,Dealer,Manual,First Owner,5,1497.0,118.0,Honda
Tata Zest Revotron 1.2 XT,2016.0,400000.0,24177.0,Petrol,Individual,Manual,First Owner,5,1193.0,88.7,Tata
Jaguar F-PACE Prestige 2.0 Petrol,2019.0,5000000.0,30000.0,Petrol,Dealer,Automatic,First Owner,5,1997.0,246.74,Jaguar
Maruti Swift VDI,2013.0,450000.0,67000.0,Diesel,Dealer,Manual,Second Owner,5,1248.0,74.0,Maruti
Tata Bolt Quadrajet XM,2016.0,380000.0,130000.0,Diesel,Individual,Manual,First Owner,5,1248.0,74.0,Tata
Maruti Swift Dzire ZDI,2019.0,802999.0,24000.0,Diesel,Individual,Manual,First Owner,5,1248.0,74.02,Maruti
Hyundai Creta 1.6 SX Option Diesel,2016.0,1125000.0,70000.0,Diesel,Dealer,Manual,First Owner,5,1582.0,126.2,Hyundai
Toyota Innova 2.5 G (Diesel) 8 Seater,2011.0,635000.0,98000.0,Diesel,Dealer,Manual,First Owner,8,2494.0,100.0,Toyota
Mahindra Scorpio 1.99 S6 Plus,2016.0,950000.0,50000.0,Diesel,Individual,Manual,First Owner,7,1997.0,120.0,Mahindra
Maruti Omni 8 Seater BSII,2012.0,160000.0,90000.0,Petrol,Individual,Manual,First Owner,8,796.0,35.0,Maruti
Mahindra Scorpio S2 9 Seater,2015.0,760000.0,51000.0,Diesel,Dealer,Manual,First Owner,9,2523.0,75.0,Mahindra
Maruti Wagon R VXI 1.2 BSIV,2015.0,350000.0,41559.0,Petrol,Dealer,Manual,First Owner,5,1197.0,81.8,Maruti
Honda Amaze S i-Dtech,2014.0,450000.0,109000.0,Diesel,Dealer,Manual,First Owner,5,1498.0,98.6,Honda
Toyota Innova Crysta 2016-2020 2.7 VX MT,2016.0,1575000.0,35000.0,Petrol,Dealer,Manual,First Owner,7,2694.0,163.7,Toyota
Maruti Ertiga SHVS VDI,2016.0,810000.0,40000.0,Diesel,Individual,Manual,First Owner,7,1248.0,88.5,Maruti
Hyundai i20 2015-2017 Sportz 1.4 CRDi,2017.0,600000.0,70000.0,Diesel,Individual,Manual,First Owner,5,1396.0,88.73,Hyundai
Hyundai Grand i10 Asta Option,2017.0,615000.0,20000.0,Petrol,Individual,Manual,First Owner,5,1197.0,82.0,Hyundai
Mahindra XUV500 W8 2WD,2012.0,585000.0,100000.0,Diesel,Dealer,Manual,First Owner,7,2179.0,140.0,Mahindra
Chevrolet Tavera B1-10 seats BSII,2010.0,280000.0,100000.0,Diesel,Individual,Manual,Second Owner,10,2499.0,80.0,Chevrolet
Tata Sumo Gold EX,2014.0,275000.0,300000.0,Diesel,Individual,Manual,First Owner,7,2956.0,83.83,Tata
Hyundai i10 Era 1.1,2007.0,200000.0,55756.0,Petrol,Dealer,Manual,First Owner,5,1086.0,68.05,Hyundai
Honda Amaze VX i-Vtech,2016.0,450000.0,18800.0,Petrol,Individual,Manual,First Owner,5,1198.0,86.7,Honda
Maruti Swift VDI BSIV,2015.0,460000.0,62500.0,Diesel,Individual,Manual,First Owner,5,1248.0,74.0,Maruti
Maruti Eeco 7 Seater Standard BSIV,2013.0,225000.0,18000.0,Petrol,Individual,Manual,First Owner,7,1196.0,73.0,Maruti
Volkswagen Polo 1.2 MPI Highline,2018.0,650000.0,22003.0,Petrol,Dealer,Manual,First Owner,5,1198.0,74.0,Volkswagen
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013.0,800000.0,80000.0,Diesel,Individual,Manual,First Owner,7,2494.0,100.0,Toyota
Maruti Baleno Delta,2019.0,685000.0,5800.0,Petrol,Dealer,Manual,First Owner,5,1197.0,81.8,Maruti
Hyundai i20 1.2 Sportz,2012.0,350000.0,35000.0,Petrol,Individual,Manual,First Owner,5,1197.0,80.0,Hyundai
Hyundai i10 Sportz,2013.0,325000.0,70000.0,Petrol,Individual,Manual,Second Owner,5,1197.0,78.9,Hyundai
Hyundai Grand i10 CRDi Sportz,2016.0,490000.00000000006,71900.0,Diesel,Dealer,Manual,First Owner,5,1120.0,70.0,Hyundai
Tata Indigo CS LX (TDI) BS III,2009.0,150000.0,30000.0,Diesel,Individual,Manual,First Owner,5,1396.0,69.0,Tata
Maruti Swift Dzire VXi,2010.0,260000.0,35966.0,Petrol,Dealer,Manual,First Owner,5,1298.0,85.8,Maruti
Hyundai Verna CRDi 1.6 AT SX Option,2018.0,1050000.0,50000.0,Diesel,Individual,Automatic,First Owner,5,1582.0,126.2,Hyundai
Maruti Alto 800 CNG LXI,2016.0,299000.0,45222.0,CNG,Dealer,Manual,First Owner,5,796.0,47.3,Maruti
Honda City i VTEC V,2015.0,650000.0,80000.0,Petrol,Individual,Manual,First Owner,5,1497.0,117.3,Honda
Mahindra Scorpio 1.99 S4 Plus,2015.0,825000.0,80000.0,Diesel,Dealer,Manual,First Owner,7,1997.0,120.0,Mahindra
Audi Q5 2.0 TDI Premium Plus,2013.0,1500000.0,59000.0,Diesel,Dealer,Automatic,First Owner,5,1968.0,174.3,Audi
Ford Figo Aspire 1.2 Ti-VCT Sports Edition,2017.0,570000.0,25000.0,Petrol,Individual,Manual,First Owner,5,1196.0,86.8,Ford
Maruti Alto LX,2002.0,90000.0,54000.0,Petrol,Dealer,Manual,First Owner,5,796.0,46.3,Maruti
Honda City 1.5 S MT,2013.0,590000.0,57000.0,Petrol,Dealer,Manual,First Owner,5,1497.0,118.0,Honda
Hyundai Grand i10 1.2 Kappa Asta,2017.0,500000.0,17500.0,Petrol,Individual,Manual,First Owner,5,1197.0,81.86,Hyundai
Honda City i-VTEC CVT VX,2018.0,1300000.0,25000.0,Petrol,Individual,Automatic,First Owner,5,1497.0,117.6,Honda
Honda City VX MT,2016.0,620000.0,88099.0,Petrol,Dealer,Manual,First Owner,5,1497.0,117.6,Honda
Maruti Alto K10 VXI,2014.0,300000.0,70000.0,Petrol,Individual,Manual,First Owner,5,998.0,67.05,Maruti
Mahindra Bolero B4,2015.0,561000.0,42135.0,Diesel,Dealer,Manual,First Owner,7,1498.0,74.96,Mahindra
Maruti Swift LXI,2012.0,280000.0,90000.0,Petrol,Individual,Manual,First Owner,5,1197.0,85.8,Maruti
Maruti Swift Dzire ZXI,2015.0,590000.0,32000.0,Petrol,Dealer,Manual,First Owner,5,1197.0,83.14,Maruti
Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,2019.0,640000.0,10000.0,Petrol,Individual,Manual,First Owner,5,1197.0,81.86,Hyundai
Renault Scala RxL,2014.0,299000.0,37865.0,Petrol,Dealer,Manual,First Owner,5,1498.0,97.6,Renault
Tata Manza Aura Quadrajet BS IV,2011.0,275000.0,70000.0,Diesel,Individual,Manual,First Owner,5,1248.0,88.8,Tata
Honda City i DTEC S,2015.0,600000.0,54700.0,Diesel,Dealer,Manual,First Owner,5,1498.0,98.6,Honda
Ford Ecosport 1.5 DV5 MT Titanium,2017.0,850000.0,63982.0,Diesel,Dealer,Manual,First Owner,5,1498.0,89.84,Ford
Hyundai EON Magna,2013.0,275000.0,50575.0,Petrol,Dealer,Manual,First Owner,5,814.0,55.0,Hyundai
Renault KWID RXT,2016.0,270000.0,44000.0,Petrol,Individual,Manual,First Owner,5,799.0,53.3,Renault
Maruti Zen LX,2002.0,75000.0,30000.0,Petrol,Individual,Manual,Third Owner,5,993.0,60.0,Maruti
Maruti Ciaz 1.3 Delta,2017.0,780000.0,25000.0,Diesel,Individual,Manual,First Owner,5,1248.0,88.5,Maruti
Maruti Alto 800 LXI,2017.0,299000.0,33977.0,Petrol,Dealer,Manual,First Owner,5,796.0,47.3,Maruti
Hyundai Grand i10 CRDi Magna,2017.0,395000.0,40000.0,Diesel,Dealer,Manual,First Owner,5,1120.0,70.0,Hyundai
Hyundai Grand i10 CRDi Sportz,2015.0,490000.00000000006,62220.0,Diesel,Dealer,Manual,First Owner,5,1120.0,70.0,Hyundai
Maruti Swift LDI Optional,2016.0,575000.0,82000.0,Diesel,Dealer,Manual,First Owner,5,1248.0,74.0,Maruti
Mahindra XUV500 W7 BSIV,2018.0,1325000.0,21000.0,Diesel,Dealer,Manual,First Owner,7,2179.0,152.87,Mahindra
Toyota Etios Liva G,2013.0,300000.0,76000.0,Petrol,Individual,Manual,First Owner,5,1197.0,78.9,Toyota
Renault KWID RXT,2016.0,325000.0,87000.0,Petrol,Dealer,Manual,First Owner,5,799.0,53.26,Renault
Honda City 1.5 V MT Sunroof,2015.0,785000.0,55000.0,Petrol,Dealer,Manual,First Owner,5,1497.0,116.3,Honda
Tata Tiago 1.05 Revotorq XT,2016.0,400000.0,60000.0,Diesel,Individual,Manual,First Owner,5,1047.0,69.0,Tata
Tata Indica V2 DLG TC,2008.0,175000.0,120000.0,Diesel,Individual,Manual,Third Owner,5,1405.0,68.0,Tata
Maruti Swift VDI,2012.0,475000.0,60000.0,Diesel,Dealer,Manual,First Owner,5,1248.0,74.0,Maruti
Mahindra Verito 1.5 D2 BSIII,2012.0,225000.0,110000.0,Diesel,Individual,Manual,Second Owner,5,1461.0,65.0,Mahindra
Nissan Micra XV,2012.0,190000.0,56000.0,Petrol,Dealer,Manual,Third Owner,5,1198.0,75.0,Nissan
Tata Tigor 2017-2020 XZ Plus Diesel,2019.0,900000.0,8079.0,Diesel,Dealer,Manual,First Owner,5,1047.0,69.0,Tata
Renault KWID 1.0,2016.0,300000.0,15000.0,Petrol,Individual,Manual,First Owner,5,999.0,67.0,Renault
Hyundai i20 Sportz Plus CVT,2020.0,730000.0,5000.0,Petrol,Individual,Automatic,First Owner,5,1197.0,81.86,Hyundai
Hyundai Creta 1.4 CRDi Base,2017.0,970000.0,61462.0,Diesel,Dealer,Manual,First Owner,5,1396.0,88.7,Hyundai
Ford Figo Diesel ZXI,2012.0,250000.0,40000.0,Diesel,Individual,Manual,First Owner,5,1399.0,68.0,Ford
BMW X5 xDrive 30d xLine,2015.0,4000000.0,75000.0,Diesel,Dealer,Automatic,First Owner,5,2993.0,265.0,BMW
Renault Duster 110PS Diesel RxZ,2019.0,900000.0,34000.0,Diesel,Individual,Manual,First Owner,5,1461.0,108.45,Renault
Maruti Alto K10 VXI,2014.0,285000.0,56332.0,Petrol,Dealer,Manual,First Owner,5,998.0,67.05,Maruti
Maruti Swift ZDI,2014.0,545000.0,43528.0,Diesel,Dealer,Manual,First Owner,5,1248.0,74.0,Maruti
Maruti Vitara Brezza ZDi,2017.0,875000.0,27000.0,Diesel,Dealer,Manual,First Owner,5,1248.0,88.5,Maruti
Honda Jazz 1.2 V i VTEC,2018.0,625000.0,4740.0,Petrol,Dealer,Manual,First Owner,5,1199.0,88.7,Honda
Maruti Swift AMT VXI,2019.0,650000.0,8000.0,Petrol,Dealer,Automatic,First Owner,5,1197.0,81.8,Maruti
Ford Figo Diesel Titanium,2014.0,250000.0,60000.0,Diesel,Dealer,Manual,First Owner,5,1399.0,68.05,Ford
Hyundai Xcent 1.2 CRDi E Plus,2018.0,680000.0,26000.0,Diesel,Individual,Manual,First Owner,5,1186.0,73.97,Hyundai
Maruti Swift VXi BSIV,2010.0,335000.0,83000.0,Petrol,Dealer,Manual,First Owner,5,1197.0,85.0,Maruti
Ford Ecosport 2015-2021 1.5 Diesel Titanium BSIV,2018.0,950000.0,25000.0,Diesel,Individual,Manual,First Owner,5,1498.0,98.96,Ford
Maruti Alto Std,2009.0,110000.0,63000.0,Petrol,Individual,Manual,First Owner,5,796.0,46.3,Maruti
Mahindra XUV500 W8 2WD,2016.0,925000.0,48000.0,Diesel,Individual,Manual,Second Owner,7,2179.0,140.0,Mahindra
Ford Figo Diesel ZXI,2011.0,229999.0,40000.0,Diesel,Individual,Manual,Second Owner,5,1399.0,68.0,Ford
Maruti Alto K10 2010-2014 VXI,2011.0,210000.0,46000.0,Petrol,Individual,Manual,First Owner,5,998.0,67.1,Maruti
Ford Ecosport 2015-2021 1.5 Petrol Titanium AT,2016.0,725000.0,35200.0,Petrol,Dealer,Automatic,First Owner,5,1496.0,120.69,Ford
Maruti Ciaz Delta Diesel,2018.0,850000.0,20000.0,Diesel,Individual,Manual,First Owner,5,1248.0,88.5,Maruti
Volkswagen Polo Diesel Highline 1.2L,2012.0,210000.0,55000.0,Diesel,Dealer,Manual,First Owner,5,1199.0,73.9,Volkswagen
Toyota Fortuner 4x4 MT,2016.0,1800000.0,120000.0,Diesel,Individual,Manual,First Owner,7,2982.0,168.5,Toyota
Honda City i VTEC SV,2017.0,850000.0,30000.0,Petrol,Individual,Manual,First Owner,5,1497.0,117.3,Honda
Volkswagen Ameo 1.5 TDI Highline AT 16 Alloy,2016.0,575000.0,30000.0,Diesel,Dealer,Automatic,First Owner,5,1498.0,108.495,Volkswagen
Mahindra Scorpio S7 140 BSIV,2018.0,1275000.0,39000.0,Diesel,Dealer,Manual,First Owner,7,2179.0,140.0,Mahindra
Tata Hexa XTA,2017.0,1295000.0,58000.0,Diesel,Dealer,Automatic,First Owner,7,2179.0,153.86,Tata
Fiat Punto EVO 1.3 Emotion,2016.0,360000.0,60000.0,Diesel,Individual,Manual,Second Owner,5,1248.0,91.7,Fiat
Hyundai Verna CRDi SX,2008.0,245000.0,127000.0,Diesel,Individual,Manual,Second Owner,5,1493.0,110.0,Hyundai
Maruti Wagon R LXI BSIII,2008.0,205000.0,64521.0,Petrol,Dealer,Manual,First Owner,5,1061.0,64.0,Maruti
Mahindra Bolero 2011-2019 SLX 2WD BSIII,2014.0,500000.0,90000.0,Diesel,Individual,Manual,First Owner,7,2523.0,62.1,Mahindra
Ford Ecosport 2015-2021 1.5 TDCi Trend BSIV,2016.0,590000.0,62000.0,Diesel,Dealer,Manual,First Owner,5,1498.0,98.59,Ford
Maruti Swift Ldi BSIII,2008.0,175000.0,120000.0,Diesel,Individual,Manual,First Owner,5,1248.0,75.0,Maruti
Honda Jazz 1.2 V i VTEC,2017.0,489000.0,31000.0,Petrol,Dealer,Manual,First Owner,5,1199.0,88.7,Honda
Hyundai Xcent 1.2 Kappa SX,2014.0,460000.0,58000.0,Petrol,Individual,Manual,First Owner,5,1197.0,82.0,Hyundai
Hyundai Santro Xing GLS,2012.0,200000.0,55324.0,Petrol,Dealer,Manual,First Owner,5,1086.0,62.1,Hyundai
Hyundai Verna 1.6 VTVT S Option,2015.0,525000.0,70000.0,Petrol,Individual,Manual,First Owner,5,1591.0,121.4,Hyundai
Nissan Terrano XL,2015.0,700000.0,40000.0,Petrol,Individual,Manual,First Owner,5,1598.0,102.5,Nissan
Chevrolet Beat Diesel LT,2013.0,180000.0,70001.0,Diesel,Dealer,Manual,First Owner,5,936.0,56.3,Chevrolet
Maruti Wagon R CNG LXI BSIV,2012.0,275000.0,71000.0,CNG,Dealer,Manual,First Owner,5,998.0,67.04,Maruti
Ford Figo Diesel EXI,2011.0,335000.0,73000.0,Diesel,Dealer,Manual,First Owner,5,1399.0,68.05,Ford
Mahindra KUV 100 mFALCON D75 K6 5str,2016.0,425000.0,21000.0,Diesel,Dealer,Manual,First Owner,5,1198.0,77.0,Mahindra
Jaguar XF Diesel,2012.0,1299000.0,73001.0,Diesel,Dealer,Automatic,First Owner,5,2993.0,270.9,Jaguar
Maruti Wagon R LXI,2003.0,50000.0,147000.0,Petrol,Individual,Manual,Fourth & Above Owner,5,998.0,67.1,Maruti
Ford Figo Diesel Titanium,2015.0,410000.0,59000.0,Diesel,Dealer,Manual,First Owner,5,1399.0,68.05,Ford
Renault Duster 110PS Diesel RxZ,2014.0,540000.0,85000.0,Diesel,Dealer,Manual,First Owner,5,1461.0,108.45,Renault
Hyundai Verna 1.6 SX,2012.0,395000.0,120000.0,Diesel,Individual,Manual,First Owner,5,1582.0,126.32,Hyundai
BMW 3 Series 320d Luxury Line,2012.0,1200000.0,50000.0,Diesel,Individual,Automatic,First Owner,5,1995.0,184.0,BMW
Hyundai i20 1.2 Spotz,2017.0,650000.0,20000.0,Petrol,Individual,Manual,First Owner,5,1197.0,81.83,Hyundai
Maruti Wagon R VXI BS IV with ABS,2011.0,220000.00000000003,60000.0,Petrol,Individual,Manual,First Owner,5,998.0,67.1,Maruti
Hyundai EON Era Plus,2016.0,310000.0,25000.0,Petrol,Individual,Manual,First Owner,5,814.0,55.2,Hyundai
Maruti Wagon R LXI CNG,2017.0,350000.0,60000.0,CNG,Individual,Manual,First Owner,5,998.0,58.16,Maruti
Fiat Punto 1.3 Emotion,2009.0,150000.0,153000.0,Diesel,Individual,Manual,Second Owner,5,1262.5954198473282,86.70841269841269,Fiat
Maruti Alto K10 LXI,2013.0,270000.0,8333.0,Petrol,Individual,Manual,First Owner,5,998.0,67.1,Maruti
Ford Fiesta 1.6 Duratec EXI,2009.0,170000.0,90000.0,Petrol,Individual,Manual,First Owner,5,1596.0,101.0,Ford
Maruti Ritz VDI (ABS) BS IV,2013.0,260000.0,68001.0,Diesel,Dealer,Manual,First Owner,5,1248.0,73.94,Maruti
Maruti Swift Dzire ZDI Plus,2018.0,800000.0,35000.0,Diesel,Individual,Manual,First Owner,5,1248.0,74.02,Maruti
Honda Amaze VX Petrol BSIV,2019.0,770000.0,28366.0,Petrol,Dealer,Manual,First Owner,5,1199.0,88.76,Honda
Hyundai i20 2015-2017 Magna 1.2,2015.0,490000.00000000006,81465.0,Petrol,Dealer,Manual,First Owner,5,1197.0,81.83,Hyundai
